HomeTeam,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Home_Percentile,Away_Percentile
Aachen,14.470588235294118,17.647058823529413,8.588235294117647,9.411764705882353,20.176470588235293,21.235294117647058,4.9411764705882355,5.647058823529412,2.1176470588235294,2.411764705882353,0.058823529411764705,0.0,0.222222222,0.5522875817058823
Augsburg,13.836601307189543,12.450980392156863,4.6797385620915035,4.457516339869281,14.22875816993464,14.830065359477125,4.660130718954249,4.078431372549019,1.8366013071895424,2.2287581699346406,0.0392156862745098,0.0915032679738562,0.33333333344444444,0.5374001452418301
Bayern Munich,18.949579831932773,8.22689075630252,7.96218487394958,3.0294117647058822,11.588235294117647,14.483193277310924,7.920168067226891,2.8949579831932772,1.046218487394958,1.6512605042016806,0.03361344537815126,0.08823529411764706,1.0,0.5
Bielefeld,13.549019607843137,12.627450980392156,5.352941176470588,4.901960784313726,14.666666666666666,20.254901960784313,5.098039215686274,5.0588235294117645,1.6666666666666667,2.019607843137255,0.0196078431372549,0.1568627450980392,0.2592592593333333,0.5479302832352941
Bochum,13.955882352941176,15.338235294117647,5.647058823529412,6.617647058823529,18.705882352941178,17.91176470588235,6.014705882352941,4.8088235294117645,1.8823529411764706,1.6911764705882353,0.08823529411764706,0.14705882352941177,0.19444444449999998,0.5473856209117647
Braunschweig,14.176470588235293,14.470588235294118,4.352941176470588,4.882352941176471,15.117647058823529,19.294117647058822,5.294117647058823,5.647058823529412,1.7647058823529411,1.9411764705882353,0.11764705882352941,0.11764705882352941,0.055555556,0.5555555555294118
Cottbus,12.862745098039216,14.803921568627452,5.078431372549019,6.372549019607843,19.372549019607842,19.941176470588236,4.647058823529412,4.980392156862745,1.9411764705882353,2.0392156862745097,0.0392156862745098,0.13725490196078433,0.092592593,0.5544662309215687
Darmstadt,10.0,13.970588235294118,3.1176470588235294,4.588235294117647,15.764705882352942,16.294117647058822,3.235294117647059,5.852941176470588,2.2058823529411766,1.7058823529411764,0.029411764705882353,0.11764705882352941,0.055555556,0.5539215686176471
Dortmund,16.8781512605042,9.021008403361344,6.815126050420168,3.3823529411764706,13.0,15.016806722689076,5.88655462184874,3.466386554621849,1.2394957983193278,2.046218487394958,0.06722689075630252,0.10084033613445378,0.8452380949285715,0.5081699346596639
Duisburg,16.176470588235293,13.470588235294118,4.764705882352941,5.0588235294117645,19.470588235294116,19.58823529411765,5.176470588235294,5.176470588235294,2.0,1.588235294117647,0.11764705882352941,0.058823529411764705,0.166666667,0.5490196078235294
Ein Frankfurt,13.755656108597286,12.031674208144796,5.14027149321267,4.85972850678733,15.873303167420815,16.65610859728507,5.647058823529412,4.266968325791855,2.1266968325791855,2.1131221719457014,0.06334841628959276,0.11764705882352941,0.4572649570769231,0.5304172951266969
FC Koln,12.215686274509803,12.875816993464053,4.339869281045751,4.457516339869281,14.823529411764707,16.15032679738562,4.823529411764706,5.261437908496732,1.8627450980392157,1.908496732026144,0.10457516339869281,0.11764705882352941,0.31481481499999997,0.5421205519215686
Fortuna Dusseldorf,11.568627450980392,12.196078431372548,3.9215686274509802,4.7254901960784315,12.27450980392157,13.941176470588236,4.333333333333333,4.294117647058823,1.9803921568627452,2.196078431372549,0.0196078431372549,0.17647058823529413,0.14814814833333334,0.5501089324509805
Freiburg,13.188235294117646,13.33529411764706,4.458823529411765,4.682352941176471,13.7,14.841176470588236,5.158823529411765,4.735294117647059,1.4941176470588236,2.0588235294117645,0.06470588235294118,0.08823529411764706,0.25555555539999997,0.5444444444470589
Greuther Furth,11.882352941176471,11.588235294117647,3.7058823529411766,5.705882352941177,18.705882352941178,16.470588235294116,5.294117647058823,4.0588235294117645,1.8823529411764706,2.0,0.23529411764705882,0.17647058823529413,0.055555556,0.5555555555294118
Hamburg,13.906862745098039,12.147058823529411,5.348039215686274,4.622549019607843,16.70098039215686,16.681372549019606,5.495098039215686,4.377450980392157,1.7794117647058822,1.9313725490196079,0.09313725490196079,0.12745098039215685,0.52314814825,0.5275054466225491
Hannover,12.872549019607844,12.588235294117647,4.857843137254902,4.9411764705882355,16.269607843137255,15.563725490196079,5.333333333333333,4.6568627450980395,1.7205882352941178,1.8088235294117647,0.08823529411764706,0.09313725490196079,0.35648148141666663,0.5419389978186274
Hansa Rostock,13.941176470588236,14.588235294117647,4.352941176470588,5.0588235294117645,15.882352941176471,21.294117647058822,5.529411764705882,5.647058823529412,1.7647058823529411,1.7058823529411764,0.0,0.058823529411764705,0.111111111,0.5555555555294118
Hertha,11.965686274509803,12.299019607843137,4.553921568627451,4.573529411764706,15.102941176470589,15.92156862745098,4.735294117647059,4.612745098039215,1.6813725490196079,1.7647058823529411,0.07352941176470588,0.06372549019607843,0.44444444441666664,0.532135076254902
Hoffenheim,15.455882352941176,11.867647058823529,5.431372549019608,4.318627450980392,15.617647058823529,16.44607843137255,5.0588235294117645,4.504901960784314,1.696078431372549,2.0637254901960786,0.058823529411764705,0.1323529411764706,0.5787037036666667,0.5250544662205883
Ingolstadt,13.764705882352942,11.176470588235293,4.294117647058823,3.9705882352941178,14.617647058823529,16.735294117647058,4.764705882352941,3.9411764705882355,1.8235294117647058,2.0294117647058822,0.11764705882352941,0.058823529411764705,0.27777777800000003,0.5490196078235294
Kaiserslautern,14.323529411764707,12.147058823529411,4.5,4.5,16.676470588235293,15.647058823529411,5.294117647058823,3.2058823529411766,1.5588235294117647,1.588235294117647,0.14705882352941177,0.029411764705882353,0.25,0.5441176470588235
Karlsruhe,14.382352941176471,13.088235294117647,4.588235294117647,4.411764705882353,17.147058823529413,20.558823529411764,6.264705882352941,4.264705882352941,1.9705882352941178,2.323529411764706,0.058823529411764705,0.20588235294117646,0.19444444449999998,0.5441176470588235
Leverkusen,16.365546218487395,9.844537815126051,6.310924369747899,3.7605042016806722,14.27310924369748,15.647058823529411,6.19327731092437,3.810924369747899,1.5546218487394958,1.8949579831932772,0.10084033613445378,0.07983193277310924,0.8412698412857142,0.5102707749789916
M'gladbach,14.425339366515837,13.23076923076923,5.633484162895928,4.65158371040724,13.167420814479637,14.981900452488688,5.1855203619909505,4.904977375565611,1.4434389140271493,2.076923076923077,0.049773755656108594,0.08597285067873303,0.5854700855384616,0.5251382604343892
Mainz,13.504901960784315,12.049019607843137,4.818627450980392,4.490196078431373,15.0,15.387254901960784,4.784313725490196,4.651960784313726,1.7156862745098038,1.9950980392156863,0.07352941176470588,0.12254901960784313,0.36111111116666667,0.5337690631813725
Nurnberg,13.816176470588236,11.117647058823529,5.044117647058823,4.330882352941177,15.169117647058824,17.102941176470587,5.352941176470588,4.610294117647059,1.7352941176470589,2.1323529411764706,0.0661764705882353,0.11764705882352941,0.326388888875,0.5412581699191177
Paderborn,14.382352941176471,13.794117647058824,4.470588235294118,5.294117647058823,13.029411764705882,15.529411764705882,5.676470588235294,5.294117647058823,1.8529411764705883,2.0588235294117645,0.11764705882352941,0.029411764705882353,0.055555556,0.5539215686176471
RB Leipzig,15.75,9.720588235294118,5.985294117647059,3.588235294117647,12.088235294117647,12.558823529411764,5.397058823529412,4.044117647058823,1.3529411764705883,2.338235294117647,0.07352941176470588,0.11764705882352941,0.875,0.5073529411764706
Schalke 04,14.894957983193278,11.084033613445378,5.449579831932773,3.831932773109244,15.058823529411764,15.735294117647058,5.739495798319328,4.11344537815126,1.5336134453781514,2.0672268907563027,0.06722689075630252,0.1092436974789916,0.7777777777857142,0.5135387488319327
St Pauli,13.411764705882353,11.470588235294118,4.411764705882353,4.9411764705882355,16.941176470588236,17.11764705882353,5.588235294117647,4.411764705882353,1.411764705882353,1.8823529411764706,0.17647058823529413,0.058823529411764705,0.055555556,0.5555555555294118
Stuttgart,14.279411764705882,12.588235294117647,5.397058823529412,4.75,15.142156862745098,16.191176470588236,5.436274509803922,4.647058823529412,1.6715686274509804,1.8431372549019607,0.11274509803921569,0.09313725490196079,0.6111111110833333,0.5206971677549019
Union Berlin,12.823529411764707,13.235294117647058,4.764705882352941,3.9411764705882355,15.352941176470589,11.0,4.294117647058823,5.176470588235294,1.7058823529411764,1.5294117647058822,0.11764705882352941,0.058823529411764705,0.111111111,0.542483660117647
Werder Bremen,15.831932773109244,12.03781512605042,5.96218487394958,4.571428571428571,15.34873949579832,16.605042016806724,6.025210084033613,4.630252100840337,1.6680672268907564,2.1176470588235294,0.06302521008403361,0.07142857142857142,0.5674603174285714,0.5235760971176471
Wolfsburg,14.34873949579832,12.105042016806722,5.584033613445378,4.659663865546219,15.563025210084033,15.470588235294118,5.945378151260504,4.42436974789916,1.6176470588235294,1.8991596638655461,0.09663865546218488,0.07142857142857142,0.6626984126428571,0.5217086834747899
